QoE,Latency,Energy,Battery,OffloadRatio,Action,TaskClass,Success
-0.00717187701417655,0.44824231338603443,28.6875080567062,3971.312491943294,0.0,0,3,1
-0.006845940949272481,0.424802668921124,27.187370810951936,3944.125121132342,0.0,0,3,1
-1.1516630728364139e-05,0.06980351274253499,0.04542303256654566,3944.079698099775,1.0,1,3,1
-7.184469673980615e-06,0.04478302638496384,0.028336120982760456,3944.0513619787926,1.0,1,3,1
-4.870109451174081e-06,0.020792724675972662,0.019207961813888924,3944.032154016979,1.0,2,3,1
-1.0655462990277802e-05,0.06556364124579776,0.04202548864959356,3943.9901285283295,1.0,1,3,1
-6.375367593835261e-06,0.04314199229854236,0.02514438685582568,3943.9649841414735,1.0,1,3,1
-1.0126649955932497e-05,0.042290757686725584,0.03993915283285556,3943.925044988641,1.0,2,3,1
-1.0070156322771261e-05,0.05924800021563961,0.03971594172832829,3943.8853290469124,1.0,1,3,1
-0.006030421884005363,0.3716139436920655,23.783292396292193,3920.10203665062,0.0,0,3,1
-8.887732974790588e-06,0.052974955754745826,0.03484082013568346,3920.0671958304843,1.0,1,3,1
-4.868213241663451e-06,0.03379923436845804,0.019083723030952474,3920.048112107453,1.0,1,3,1
-9.189499914531607e-06,0.058016908451240426,0.03602328179117122,3920.012088825662,1.0,1,3,1
-7.289659139240001e-06,0.044628385673949084,0.02857555194923927,3919.9835132737126,1.0,1,3,1
-8.455098403875634e-06,0.035815203227299454,0.03314384634629937,3919.9503694273662,1.0,2,3,1
-7.577795559890067e-06,0.04755765181904161,0.02970458250443612,3919.9206648448617,1.0,1,3,1
-1.2838119891608217e-05,0.05293691575847926,0.050324411460870924,3919.870340433401,1.0,2,3,1
-6.163569146600274e-06,0.0377168951762457,0.024160391888968822,3919.746180041512,1.0,1,3,1
-9.289495400071938e-06,0.058156715131366096,0.03641246410894518,3919.709767577403,1.0,1,3,1
-0.008668032271760369,0.5308776681452385,33.976170761295265,3885.733596816108,0.0,0,3,1
-7.422418636743071e-06,0.04733267914378582,0.028841541466426566,3885.7047552746412,1.0,1,3,1
-9.903100727704464e-06,0.05718491682383793,0.03848052558960499,3885.666274749052,1.0,1,3,1
-8.101980491504024e-06,0.05590055545867959,0.03148159235451193,3885.6347931566975,1.0,1,3,1
-5.145721835754973e-06,0.03411988126699841,0.01999439580091568,3885.6147987608965,1.0,1,3,1
-8.064019592509279e-06,0.03360097682673773,0.031333673866151865,3885.58346508703,1.0,2,3,1
-0.005739552738913939,0.34846111280185904,22.30151121931898,3863.2819538677113,0.0,0,3,1
-8.296299097188136e-06,0.03409196762613281,0.03205094258605591,3863.2499029251253,1.0,2,3,1
-7.357300083468125e-06,0.029983952340701298,0.02842308883324925,3863.121479836292,1.0,2,3,1
-1.3807489354159249e-05,0.07839102212292082,0.05334000870666353,3863.0681398275856,1.0,1,3,1
-8.059649196850557e-06,0.052135530395110485,0.031134974030540375,3863.037004853555,1.0,1,3,1
-0.008219676967962984,0.49613931711224185,31.75291629518348,3831.2840885583714,0.0,0,3,1
-9.182633301392972e-06,0.058423666338951616,0.03518127685869312,3831.248907281513,1.0,1,3,1
-9.65953369562112e-06,0.06231328320484288,0.03700807791619737,3831.2118992035967,1.0,1,3,1
-8.871620180056497e-06,0.03598468418087271,0.03398905679904721,3831.177910146798,1.0,2,3,1
-7.466192836386907e-06,0.04420492932740654,0.028604313067661785,3831.14930583373,1.0,1,3,1
-9.64375513077809e-06,0.03915061889535591,0.03694666577491095,3831.112359167955,1.0,2,3,1
-0.010409466624955883,0.6231224412377316,39.879836239214825,3791.2325229287403,0.0,0,3,1
-6.286151193215673e-06,0.025584640617516766,0.023832260847766566,3791.2086906678924,1.0,2,3,1
-5.111338015890139e-06,0.020957650518861677,0.019378149106783878,3791.089312518786,1.0,2,3,1
-8.133504803104632e-07,0.005069737417501783,0.003083484313237018,3791.0862290344726,1.0,1,1,1
-1.0696072611038849e-05,0.06467007663844146,0.040549733580462176,3791.045679300892,1.0,1,3,1
-0.00571971952147921,0.33880809341744883,21.683717978716725,3769.3619613221754,0.0,0,3,1
-0.009248729707512279,0.5447157804694868,34.86180995004715,3734.500151372128,0.0,0,3,1
-7.051637182990051e-06,0.04101702831853561,0.026334340127297674,3734.4738170320006,1.0,1,3,1
-0.008246672349127324,0.48120284321027773,30.79698196545777,3703.676835066543,0.0,0,3,1
-1.1285180809105966e-05,0.060320715315188025,0.041796662742223274,3703.5350384038006,1.0,1,3,1
-8.998712943823345e-06,0.03540806771462882,0.03332704868798757,3703.5017113551125,1.0,2,3,1
-9.681002446616453e-06,0.061167275398070556,0.035853609128677064,3703.465857745984,1.0,1,3,1
-1.168495563851231e-05,0.0676510995503759,0.043274834256506765,3703.4225829117277,1.0,1,3,1
-1.464116440219693e-05,0.05674337230612053,0.0542224188872194,3703.3683604928406,1.0,2,3,1
-7.037798288639665e-06,0.043664575906234536,0.026063559509678796,3703.342296933331,1.0,1,3,1
-1.0345445673626693e-05,0.039987568660198355,0.03831272654376767,3703.3039842067874,1.0,2,3,1
-8.366721585621332e-06,0.047096085204473746,0.030984513382780406,3703.2729996934045,1.0,1,3,1
-6.647399068522977e-06,0.03989680556274297,0.02461713348864823,3703.2483825599156,1.0,1,3,1
-9.232328988844665e-06,0.05321366379067732,0.03418960739520003,3703.2141929525205,1.0,1,3,1
-1.0636503334826317e-05,0.06024333776614703,0.039389250112915636,3703.1748037024076,1.0,1,3,1
-8.75649408794769e-06,0.052437676536964406,0.03242682827525698,3703.1423768741324,1.0,1,3,1
-0.010555914232275703,0.6107820831279521,39.09005332018893,3664.0523235539436,0.0,0,3,1
-1.2303234505493663e-05,0.06932635720692329,0.04507969497708311,3664.0072438589664,1.0,1,3,1
-1.0225148348658854e-05,0.03972802226905985,0.03746501761901859,3663.9697788413473,1.0,2,3,1
-6.31442663662824e-06,0.024558462618737568,0.023135868367316684,3663.94664297298,1.0,2,3,1
-8.535949989752623e-06,0.051461995712191066,0.03127526530953937,3663.8153677076707,1.0,1,3,1
-6.380349024246371e-06,0.024881490543521206,0.023376420806372495,3663.7919912868642,1.0,2,3,1
-0.006451668137897056,0.36933703209481056,23.637570054067872,3640.1544212327963,0.0,0,3,1
-0.007147005001292401,0.40650315396917874,26.01620185402744,3614.138219378769,0.0,0,3,1
-7.071843612260388e-06,0.04114619703909043,0.02555862028053988,3614.1126607584883,1.0,1,3,1
-0.010824832071376122,0.6112837912460152,39.12216263974497,3574.9904981187433,0.0,0,3,1
-0.005874408122603731,0.328139894068436,21.000953220379905,3553.9895448983634,0.0,0,3,1
-5.998803421822276e-06,0.034324859671454176,0.021319684643056898,3553.9682252137204,1.0,1,3,1
-1.1989859708192333e-05,0.045118793934079,0.0426115804276858,3553.925613633293,1.0,2,3,1
-7.754501383117127e-06,0.02942910280345739,0.027558921086414754,3553.8980547122064,1.0,2,3,1
-7.74948748757805e-06,0.029406996843306905,0.027540888507120217,3553.7705138236993,1.0,2,3,1
-0.0009002076553908219,0.049986428469472946,3.1991314220462685,3550.571382401653,0.0,0,1,1
-0.006423663399535638,0.3563699286964399,22.80767543657215,3527.763706965081,0.0,0,3,1
-8.372775450457033e-06,0.05124539514782531,0.029537173360690526,3527.7341697917204,1.0,1,3,1
-9.707149776710911e-06,0.05911093249331263,0.03424424395858915,3527.6999255477617,1.0,1,3,1
-1.1410145999031088e-05,0.06227731201398749,0.04025157119127106,3527.6596739765705,1.0,1,3,1
-9.613346525425473e-06,0.05746265109903302,0.033912614869706224,3527.625761361701,1.0,1,3,1
-0.009094773011386524,0.5012961807610037,32.082955568704236,3495.5428057929967,0.0,0,3,1
-7.2388606777908635e-06,0.039795379069574754,0.02530374736438967,3495.4175020456323,1.0,1,3,1
-1.22699139770109e-05,0.04473859746454109,0.04288847206383823,3495.3746135735687,1.0,2,3,1
-1.2169922406441105e-05,0.06712554887319046,0.04253843782863439,3495.33207513574,1.0,1,3,1
-9.200328218213293e-07,0.004981312694877535,0.0032158202322897377,3495.328859315508,1.0,1,1,1
-1.3054583230578413e-05,0.048258408740961614,0.045630061512177,3495.2832292539956,1.0,2,3,1
-1.1773216306223234e-05,0.04355090483694577,0.04115072550952174,3495.242078528486,1.0,2,3,1
-1.1407228359254835e-05,0.0419459154242925,0.03987102456065096,3495.1022075039255,1.0,2,3,1
-7.559431577753823e-06,0.04038398414063312,0.02642098599488227,3495.0757865179307,1.0,1,3,1
-1.2136923888859065e-05,0.045041702595889785,0.04241946880676236,3495.033367049124,1.0,2,3,1
-1.0211813313484586e-05,0.06033900599608103,0.03569062826870511,3494.9976764208554,1.0,1,3,1
-0.007006307184225216,0.3826098020180918,24.487027329157875,3470.5106490916974,0.0,0,3,1
-7.377920667626326e-06,0.02736030208090033,0.025605152245150888,3470.485043939452,1.0,2,3,1
-8.763313208097857e-06,0.04934684098382282,0.03041294742406067,3470.4546309920283,1.0,1,3,1
-9.523317227751332e-06,0.04720447842123589,0.03305024037545578,3470.421580751653,1.0,1,3,1
-0.00036938081218511305,0.020029799095668585,1.2819071421227894,3469.1396736095303,0.0,0,1,1
-7.5718286324441305e-06,0.04162729649079797,0.026267731110584527,3469.1134058784196,1.0,1,3,1
-1.2690006842720984e-05,0.0657483256083303,0.044023072858772244,3469.069382805561,1.0,1,3,1
-1.0448048771278134e-05,0.0530125818090156,0.036245006102500234,3469.0331377994585,1.0,1,3,1
-7.579451484468726e-06,0.02800440538552555,0.026293368365965308,3468.9068444310924,1.0,2,3,1
-1.1689329113216737e-05,0.0637318099752902,0.040549193767645174,3468.8662952373247,1.0,1,3,1
-5.530962240488058e-06,0.02061780030870787,0.019186168496259343,3468.8471090688286,1.0,2,3,1
-0.000793747949640273,0.043021723131858924,2.753390280438971,3466.0937187883897,0.0,0,1,1
-8.738679242946714e-06,0.04970765492287581,0.030289081234484087,3466.063429707155,1.0,1,3,1
-6.517771649584319e-06,0.0364013680365709,0.022591009957806288,3466.040838697197,1.0,1,3,1
-1.1611392657248763e-05,0.06359855718027718,0.04024556114417298,3466.000593136053,1.0,1,3,1
-1.2912894186760712e-05,0.04708222850296307,0.044756098910415716,3465.9558370371424,1.0,2,3,1
-9.925980103075283e-06,0.03648619018488065,0.034403008676568314,3465.9214340284657,1.0,2,3,1
-6.595898008620872e-06,0.03772670575658532,0.022860864284744754,3465.898573164181,1.0,1,3,1
-1.1213030974740274e-05,0.05987095247906246,0.03886322805619808,3465.859709936125,1.0,1,3,1
-9.97347723394667e-06,0.03685853432435623,0.034566672913100956,3465.825143263212,1.0,2,3,1
-8.346379315516405e-06,0.04691694024022557,0.02892709128692875,3465.6962161719252,1.0,1,3,1
-8.646636016171658e-06,0.03218867574128275,0.029966613723862005,3465.6662495582013,1.0,2,3,1
-1.0340124054455872e-05,0.05520714254420535,0.03583541895177263,3465.6304141392498,1.0,1,3,1
-1.1365033830789238e-05,0.04192108719596692,0.03938700690170469,3465.5910271323482,1.0,2,3,1
-7.299058704810725e-06,0.041202901135818024,0.025295552353904308,3465.5657315799945,1.0,1,3,1
-8.480860593940103e-06,0.048521394689836295,0.02939097984866598,3465.5363406001456,1.0,1,3,1
-1.4657198737726883e-05,0.05337815162627545,0.0507950548769911,3465.3855455452685,1.0,2,3,1
-8.643574844499545e-06,0.03177155735468333,0.029953319327967413,3465.3555922259407,1.0,2,3,1
-1.3204175617420553e-05,0.06896446574359644,0.045757163816561724,3465.309835062124,1.0,1,3,1
-0.0011987912907363279,0.06490911328086586,4.154183249975415,3461.1556518121483,0.0,0,2,1
-1.2834494292736227e-05,0.0664459241608065,0.044422182459454757,3461.1112296296888,1.0,1,3,1
-0.006713419137851996,0.36306078698797517,23.235890367230407,3437.8753392624585,0.0,0,3,1
-6.909502664607811e-06,0.025267374392621715,0.023754008817223442,3437.851585253641,1.0,2,3,1
-0.006877564878007547,0.3694382393522345,23.64404731854301,3414.207537935098,0.0,0,3,1
-0.007444376459369755,0.3971350972313565,25.416646222806815,3388.7908917122913,0.0,0,3,1
-0.009412178254254938,0.4983734990498693,31.895903939191633,3356.8949877730997,0.0,0,3,1
-8.380712163858226e-06,0.047356786515979764,0.028133170656824726,3356.866854602443,1.0,1,3,1
-0.0069226964268927745,0.3631026590611112,23.238570179911118,3333.6282844225316,0.0,0,3,1
-8.601378146436518e-06,0.030487326875879663,0.028673797473974624,3333.5996106250577,1.0,2,3,1
-0.006217471424660152,0.32385250500499235,20.726560320319507,3312.873050304738,0.0,0,3,1
-1.277200484149019e-05,0.04468512309588435,0.04231203063773449,3312.7307382741005,1.0,2,3,1
-6.156954098947833e-06,0.03361596250539774,0.020396331097727205,3312.7103419430027,1.0,1,3,1
-1.3381087602036422e-05,0.06958062921426272,0.04432766728571135,3312.666014275717,1.0,1,3,1
-0.0012221555280007982,0.06325926690261624,4.0485930817674385,3308.617421193949,0.0,0,1,1
-1.252420254395448e-05,0.044085445303193256,0.04143779472348937,3308.5759833992256,1.0,2,3,1
-1.2959555495829293e-05,0.045121228774969005,0.042877674069030244,3308.5331057251565,1.0,2,3,1
-8.306206641507111e-06,0.04594501907771843,0.027481359656420446,3308.5056243655,1.0,1,3,1
-1.4521893075917728e-05,0.05077142427196474,0.04804576491810821,3308.4575786005817,1.0,2,3,1
-7.803740019338423e-06,0.03935447652178183,0.02581834280840886,3308.431760257773,1.0,1,3,1
-1.0537040380503988e-05,0.05476563545950417,0.03486107905397805,3308.396899178719,1.0,1,3,1
-1.992458928655676e-06,0.00684362766628594,0.006591844941305391,3308.290307333778,1.0,2,1,1
-1.1673669903415062e-05,0.0639318763400754,0.03861988899248209,3308.2516874447856,1.0,1,3,1
-0.0007663135566846317,0.03961184557833981,2.535158117013748,3305.7165293277717,0.0,0,2,1
-6.3159719094619165e-06,0.0338612725519514,0.020878812739878145,3305.695650515032,1.0,1,3,1
-0.0012086583668277262,0.062429011034078385,3.9954567061810162,3301.700193808851,0.0,0,1,1
-7.0861030924286076e-06,0.036933921952014684,0.02339618795362103,3301.6767976208976,1.0,1,3,1
-7.792440807101071e-06,0.027572842201358184,0.025728121009639865,3301.651069499888,1.0,2,3,1
-8.368856492470788e-06,0.02951457756677001,0.02763104398885726,3301.623438455899,1.0,2,3,1
-9.125060270669008e-06,0.047655578404813284,0.030127512866963524,3301.493310943032,1.0,1,3,1
-9.517782497642119e-06,0.05450252466132159,0.03142289525097612,3301.461888047781,1.0,1,3,1
-0.007590905563959387,0.3915794596122151,25.061085415181765,3276.400802632599,0.0,0,3,1
-7.513040999715389e-06,0.039245702598297134,0.024615733561679124,3276.3761868990373,1.0,1,3,1
-1.1678618495611603e-05,0.04032117263297011,0.038263547534900515,3276.3379233515025,1.0,2,3,1
-1.2437861691195923e-06,0.006562013387204347,0.0040750637944266055,3276.333848287708,1.0,1,1,1
-1.0634279840813996e-05,0.05492955474906186,0.03484145099462251,3276.2990068367135,1.0,1,3,1
-0.009921228395235413,0.5078892302798436,32.50491073790998,3243.7940960988035,0.0,0,3,1
-8.306952503815918e-06,0.028720948824701824,0.026946043488451248,3243.767150055315,1.0,2,3,1
-9.914297000035014e-06,0.05494860934503957,0.03215967092460554,3243.6349903843907,1.0,1,3,1
-0.010796231377560818,0.547172404070971,35.01903386054214,3208.6159565238486,0.0,0,3,1
-7.475960121929814e-06,0.03751378879286617,0.023987484937559977,3208.591969038911,1.0,1,3,1
-1.0325435192589292e-05,0.0349116103297738,0.03313010843577374,3208.5588389304753,1.0,2,3,1
-7.958455207922094e-06,0.02743944727148963,0.02553517180161071,3208.533303758674,1.0,2,3,1
-1.4087646073872555e-05,0.04785878961646179,0.04520068159958522,3208.4881030770744,1.0,2,3,1
-9.280682318422873e-06,0.051125562003098604,0.02977695880709755,3208.3583261182675,1.0,1,3,1
-1.2204515256423105e-05,0.0631842319159956,0.03915645813918249,3208.3191696601284,1.0,1,3,1
-1.5907869162659602e-05,0.07455275523659952,0.05103752158300602,3208.2681321385453,1.0,1,3,1
-8.228056822598869e-06,0.027914318642046472,0.026397812493369085,3208.2417343260518,1.0,2,3,1
-1.3784235143557514e-05,0.04683406223327809,0.04422315846332507,3208.1975111675883,1.0,2,3,1
-1.2009730524991913e-05,0.04111060412639373,0.03852958758007247,3208.1589815800085,1.0,2,3,1
-0.008764834469891838,0.43935910041633675,28.11898242664555,3180.0399991533627,0.0,0,3,1
-0.007523913052290378,0.37384913213180426,23.92634445643547,3156.1136546969274,0.0,0,3,1
-9.10082421022429e-06,0.05101755198856887,0.028723235558885264,3156.0849314613683,1.0,1,3,1
-9.156078347712956e-06,0.04579416723019744,0.028897360904496565,3156.056034100464,1.0,1,3,1
-9.63249171712281e-06,0.04807910338951121,0.030400683607248184,3156.0256334168566,1.0,1,3,1
-0.008225976361115273,0.40564675399313943,25.96139225556092,3130.0642411612957,0.0,0,3,1
-9.637986282249272e-06,0.03195237273387574,0.030167516218871548,3129.9340736450768,1.0,2,3,1
-1.1920943072104234e-05,0.03919393030285698,0.03731176591136226,3129.8967618791653,1.0,2,3,1
-1.3761304794247042e-05,0.06800101299453823,0.04307146331474605,3129.8536904158505,1.0,1,3,1
-1.141319535052127e-05,0.03793235030071967,0.035721631587266024,3129.817968784263,1.0,2,3,1
-0.008097845570328699,0.39601222772585637,25.344782574454808,3104.4731862098083,0.0,0,3,1
-1.2233011428814895e-05,0.061393847631255855,0.03797705596735398,3104.435209153841,1.0,1,3,1
-1.3492600497346905e-05,0.04449418778237263,0.041886904047010357,3104.293322249794,1.0,2,3,1
-1.0472494399704452e-05,0.034382854630602866,0.032509694432300895,3104.2608125553616,1.0,2,3,1
-7.069333155003148e-06,0.023685088337438463,0.02194505388397463,3104.2388675014777,1.0,2,3,1
-0.009359635381956414,0.4539772490361116,29.05454393831114,3075.1843235631663,0.0,0,3,1
-1.2041510643492193e-05,0.05482979675787505,0.03702986476288621,3075.1472936984032,1.0,1,3,1
-0.010154363024418021,0.4879087808401596,31.22616197377021,3043.921131724633,0.0,0,3,1
-9.55566671638999e-06,0.04518862725197363,0.029086695845737226,3043.8920450287874,1.0,1,3,1
-1.1135838733015333e-05,0.050573473564711834,0.03389629093414882,3043.8581487378533,1.0,1,3,1
-1.1880913052775032e-05,0.05923526489731445,0.03616381401013521,3043.821984923843,1.0,1,3,1
-6.96894018235165e-06,0.02262332572412195,0.021212213338661128,3043.8007727105046,1.0,2,3,1
-1.1630500676276702e-05,0.05745404051611626,0.03540092694546107,3043.765371783559,1.0,1,3,1
-1.2329925680602281e-05,0.04008740801290537,0.03752940082328206,3043.627842382736,1.0,2,3,1
-1.4993842483139585e-05,0.06873275990470816,0.04563567644598474,3043.58220670629,1.0,1,3,1
-7.184569612450297e-06,0.023413552841242597,0.02186682823529643,3043.5603398780545,1.0,2,3,1
-7.046024040004771e-06,0.034935204881447725,0.021444999321985864,3043.5388948787327,1.0,1,3,1
-1.549964564032822e-05,0.0698844863378267,0.04717377436317652,3043.4917211043694,1.0,1,3,1
-1.138121158789762e-05,0.055727240392973124,0.03463862324390352,3043.4570824811253,1.0,1,3,1
-6.965910919510984e-06,0.03410371843661302,0.021200450923918313,3043.4358820302014,1.0,1,3,1
-0.01225778329083625,0.5829027734606451,37.30577750148129,3006.13010452872,0.0,0,3,1
-8.343911520793174e-06,0.02675170140321436,0.02508288361218038,3006.005021645108,1.0,2,3,1
-1.2806912365862189e-05,0.04105317355847803,0.03849764288355057,3005.9665240022246,1.0,2,3,1
-1.3802688814905761e-05,0.043904096303018135,0.041490420518826655,3005.9250335817055,1.0,2,3,1
-0.0011058364123809204,0.05193845867221862,3.3240613550219913,3002.6009722266836,0.0,0,1,1
-1.339690956254673e-05,0.04232425780177402,0.040225573677335764,3002.5607466530064,1.0,2,3,1
-1.2006007112661785e-05,0.056490673477597564,0.03604876568051507,3002.524697887326,1.0,1,3,1
-1.2546732746424461e-05,0.040007747902567996,0.03767187494893113,3002.487026012377,1.0,2,3,1
-1.4508803711237964e-05,0.06763209575990448,0.043562494905952216,3002.443463517471,1.0,1,3,1
-1.856728384461253e-05,0.058286321487885775,0.05574722001453043,3002.387716297457,1.0,2,3,1
-1.042741213872916e-06,0.004876990270204537,0.0031307134118091426,3002.384585584045,1.0,1,2,1
-0.0009264902713959535,0.04346375171144983,2.781680109532789,2999.602905474512,0.0,0,2,1
-6.567322050821496e-06,0.033396093842742725,0.01969935830483099,2999.4832061162074,1.0,1,3,1
-1.3593096313954894e-05,0.04313332831105026,0.040772264112827826,2999.4424338520944,1.0,2,3,1
-9.088386898263324e-06,0.02909580904719329,0.027260093317916432,2999.4151737587763,1.0,2,3,1
-0.001565645937480712,0.07337534658770987,4.696022181613432,2994.719151577163,0.0,0,2,1
-1.2900367187657684e-05,0.06344002463770293,0.03863297667925609,2994.6805186004835,1.0,1,3,1
-9.513150402452623e-06,0.047768959090456864,0.02848884618074122,2994.652029754303,1.0,1,3,1
-0.013463349836270701,0.629969498663755,40.31804791448032,2954.3339818398226,0.0,0,3,1
-7.266122710740958e-06,0.034268795353870965,0.021466553240560102,2954.312515286582,1.0,1,3,1
-1.0092836629380236e-05,0.031718933487585255,0.029817393568920873,2954.282697893013,1.0,2,3,1
-9.32234820093122e-06,0.029236119854149003,0.027540851993745157,2954.255157041019,1.0,2,3,1
-9.113009106299066e-06,0.04458244099744638,0.026922154148445784,2954.128234886871,1.0,1,3,1
-1.1751528161398654e-06,0.006071694471386408,0.003471552114465596,2954.124763334756,1.0,1,2,1
-9.628647303705316e-06,0.04325420946613898,0.028444225437292307,2954.0963191093188,1.0,1,3,1
-9.964389896579772e-06,0.0476820161160025,0.02943576751565639,2954.066883341803,1.0,1,3,1
-1.1197755665724601e-05,0.03546768155933031,0.03307891917987009,2954.0338044226232,1.0,2,3,1
-9.14944228059522e-06,0.02877872768914462,0.027027761788491898,2954.006776660835,1.0,2,3,1
-0.009056936425909944,0.4180351809050678,26.75425157792434,2927.252525082911,0.0,0,3,1
-1.272102104662712e-05,0.03969452896184523,0.03723764098037209,2927.1152874419304,1.0,2,3,1
-8.485013197201286e-06,0.026249799009267844,0.024836611843674413,2927.090450830087,1.0,2,3,1
-9.740029574540907e-06,0.04666627290348331,0.028509947558441325,2927.0619408825282,1.0,1,3,1
-1.029427738812793e-05,0.03199093205640053,0.03013198755167686,2927.0318088949766,1.0,2,3,1
-1.2018679634395915e-05,0.0372783883902637,0.03517905759079509,2926.9966298373856,1.0,2,3,1
-6.172754864234858e-06,0.019450466108750702,0.018067632684427758,2926.978562204701,1.0,2,3,1
-1.4258219001145606e-05,0.0443428522469111,0.041733501351572916,2926.9368287033494,1.0,2,3,1
-1.6339477301315119e-06,0.0073411035762448625,0.004782461787498164,2926.932046241562,1.0,1,1,1
-7.13031760952862e-07,0.002246443123945198,0.002086995511120985,2926.829959246051,1.0,2,2,1
-1.4096262073324844e-05,0.061206482941284585,0.04125736214959101,2926.7887018839015,1.0,1,3,1
-0.012234037206215747,0.5594756542746803,35.80644187357954,2890.982260010322,0.0,0,3,1
-1.6179860910205543e-05,0.07169474073948873,0.04677569086083869,2890.9354843194615,1.0,1,3,1
-1.3636888307405755e-05,0.06408650578726552,0.039423364303580455,2890.8960609551577,1.0,1,3,1
-4.967347651125781e-07,0.0022516224766559196,0.0014360085758034376,2890.894624946582,1.0,1,1,1
-7.1323108106163e-06,0.03551274715151709,0.020618758985859062,2890.874006187596,1.0,1,3,1
-1.0187905416528885e-05,0.0486923598872708,0.02945195094614117,2890.84455423665,1.0,1,3,1
-1.1340123496142952e-05,0.052974442065337204,0.03278253425319593,2890.7117717023966,1.0,1,3,1
-1.7601787418346126e-05,0.07420370325272535,0.05088169409321628,2890.6608900083033,1.0,1,3,1
-1.1251997150734531e-05,0.03421875514756706,0.03252570809811317,2890.6283643002052,1.0,2,3,1
-1.2296589409700331e-05,0.05657288589961239,0.035544870131833294,2890.5928194300736,1.0,1,3,1
-1.1821181664641317e-05,0.051364240023902843,0.03417022283699064,2890.5586492072366,1.0,1,3,1
-1.3226500326123946e-05,0.058151276861650544,0.03823197491641991,2890.52041723232,1.0,1,3,1
-1.4054029212896748e-05,0.06530857056397806,0.04062345838425752,2890.479793773936,1.0,1,3,1
-1.4417389475701454e-05,0.06461587669268638,0.04167317295848405,2890.4381206009775,1.0,1,3,1
-1.2857800010175807e-05,0.06121085107611735,0.03716467529647579,2890.400955925681,1.0,1,3,1
-1.4045673332330983e-05,0.04302358263122811,0.04059762762638932,2890.3603582980545,1.0,2,3,1
-1.1686170064349086e-05,0.036277756700353526,0.03377724269432402,2890.3265810553603,1.0,2,3,1
-1.4575672521041801e-05,0.06329064786882438,0.04212845372432531,2890.284452601636,1.0,1,3,1
-0.008445325300434074,0.38139675645324755,24.409392413007843,2865.875060188628,0.0,0,3,1
-8.353822000172395e-06,0.03868879473592332,0.023941010127549147,2865.7511191785006,1.0,1,3,1
-1.6360638074226857e-05,0.04880051996580478,0.04688551687169,2865.704233661629,1.0,2,3,1
-1.1579440167779977e-05,0.03551392178745989,0.033183250712238606,2865.671050410917,1.0,2,3,1
-7.025049142542454e-06,0.021736703772476645,0.020131479955497945,2865.6509189309613,1.0,2,3,1
-9.38224376512195e-06,0.04046276904697599,0.026886235467155996,2865.624032695494,1.0,1,3,1
-8.829618020566926e-06,0.02746235395181225,0.0253023655992578,2865.598730329895,1.0,2,3,1
-1.480246328785501e-05,0.04496393018578272,0.0424179200034322,2865.5563124098912,1.0,2,3,1
-9.788839095779001e-06,0.04556392924065096,0.028050469662074248,2865.528261940229,1.0,1,3,1
-9.206244107576056e-06,0.04262853633888644,0.026380752676579893,2865.5018811875525,1.0,1,3,1
-6.72263196330228e-06,0.02070398525816568,0.01926371453737425,2865.482617473015,1.0,2,3,1
-8.241878317874817e-06,0.025051662339957845,0.023616959055198023,2865.35900051396,1.0,2,3,1
-9.649750190105588e-06,0.04341069952364571,0.027649998559930344,2865.3313505154,1.0,1,3,1
-1.2860744746720662e-05,0.057251936787999495,0.036850295113754955,2865.2945002202864,1.0,1,3,1
-7.639122570390243e-06,0.0346917733526453,0.021888335887447822,2865.272611884399,1.0,1,3,1
